,year,times_cited,type,id,title,journal.id,journal.title,volume,issue,researcherID
40,2018,3,article,pub.1106718649,Targeting the Hedgehog signalling pathway in triple negative breast cancer.,jour.1312191,Journal of Clinical Oncology,36,15_suppl,ur.01367250265.00
41,2018,39,article,pub.1103425200,Charting the unexplored extracellular matrix in cancer,jour.1017307,International Journal of Experimental Pathology,99,2,ur.01367250265.00
42,2018,54,article,pub.1101361040,The extracellular matrix as a key regulator of intracellular signalling networks,jour.1009866,British Journal of Pharmacology,176,1,ur.01367250265.00
43,2018,3,article,pub.1101103313,Shedding new light on RhoA signalling as a drug target in vivo using a novel RhoA-FRET biosensor mouse,jour.1043480,Small GTPases,11,4,ur.01367250265.00
44,2017,16,article,pub.1092915590,The interplay between extracellular matrix remodelling and kinase signalling in cancer progression and metastasis,jour.1039800,Cell Adhesion & Migration,12,6,ur.01367250265.00
45,2017,2,article,pub.1093027480,Proteomic Characterization of Caenorhabditis elegans Larval Development,jour.1028854,Proteomics,18,2,ur.01367250265.00
46,2017,110,article,pub.1100077508,Reshaping the Tumor Stroma for Treatment of Pancreatic Cancer,jour.1017616,Gastroenterology,154,4,ur.01367250265.00
47,2017,15,article,pub.1093066734,Three-dimensional organotypic matrices from alternative collagen sources as pre-clinical models for cell biology,jour.1045337,Scientific Reports,7,1,ur.01367250265.00
48,2017,0,preprint,pub.1092686642,Targeting stromal remodeling and cancer stem cell plasticity to overcome chemoresistance in triple negative breast cancer,jour.1293558,bioRxiv,,,ur.01367250265.00
49,2017,10,article,pub.1092500584,Established Models and New Paradigms for Hypoxia-Driven Cancer-Associated Bone Disease,jour.1089641,Calcified Tissue International,102,2,ur.01367250265.00
50,2017,73,article,pub.1092437549,Tailored first-line and second-line CDK4-targeting treatment combinations in mouse models of pancreatic cancer,jour.1077125,Gut,67,12,ur.01367250265.00
51,2017,1,article,pub.1092081691,Transient targeting of the pancreatic cancer stroma as a 'fine-tuned' anti-tumor and anti-metastatic therapy.,jour.1043645,Oncotarget,8,49,ur.01367250265.00
52,2017,16,article,pub.1091860717,Dynamic Rearrangement of Cell States Detected by Systematic Screening of Sequential Anticancer Treatments,jour.1046010,Cell Reports,20,12,ur.01367250265.00
53,2017,0,chapter,pub.1090957606,Regulation of Tumor Progression and Metastasis by Bone Marrow-Derived Microenvironments,,,,,ur.01367250265.00
54,2017,99,article,pub.1085984343,ISDoT: in situ decellularization of tissues for high-resolution imaging and proteomic analysis of native extracellular matrix,jour.1113716,Nature Medicine,23,7,ur.01367250265.00
55,2017,11,article,pub.1085477924,Relative Stiffness Measurements of Tumour Tissues by Shear Rheology.,jour.1290487,Bio-protocol,7,9,ur.01367250265.00
56,2017,156,article,pub.1084778057,"Transient tissue priming via ROCK inhibition uncouples pancreatic cancer progression, sensitivity to chemotherapy, and metastasis",jour.1041454,Science Translational Medicine,9,384,ur.01367250265.00
57,2017,719,article,pub.1084129566,Pre-metastatic niches: organ-specific homes for metastases,jour.1029716,Nature Reviews Cancer,17,5,ur.01367250265.00
58,2017,15,article,pub.1084130281,Correlation of Ultrasound Shear Wave Elastography with Pathological Analysis in a Xenografic Tumour Model,jour.1045337,Scientific Reports,7,1,ur.01367250265.00
59,2017,1,article,pub.1084025662,Meeting report: Metastasis Research Society–Chinese Tumor Metastasis Society joint conference on metastasis,jour.1094856,Clinical & Experimental Metastasis,34,3-4,ur.01367250265.00
60,2017,64,article,pub.1083840383,Pre-clinical evaluation of small molecule LOXL2 inhibitors in breast cancer,jour.1043645,Oncotarget,8,16,ur.01367250265.00
61,2017,3,article,pub.1054042915,Multi-Channel Optical Coherence Elastography Using Relative and Absolute Shear-Wave Time of Flight,jour.1037553,PLOS ONE,12,1,ur.01367250265.00
62,2017,5,article,pub.1083793727,Relative Stiffness Measurements of Cell-embedded Hydrogels by Shear Rheology in vitro.,jour.1290487,Bio-protocol,7,1,ur.01367250265.00
63,2016,0,proceeding,pub.1063276318,Abstract B17: Disrupting tumor growth through targeting TEM8,,,,,ur.01367250265.00
64,2016,0,proceeding,pub.1063269809,Abstract 5012: Nuclear expression of lysyl oxidase enzyme is an independent prognostic factor in rectal cancer patients,,,,,ur.01367250265.00
65,2016,17,article,pub.1020834159,"The role of lysyl oxidase, the extracellular matrix and the pre-metastatic niche in bone metastasis☆☆☆",jour.1048550,Journal of Bone Oncology,5,3,ur.01367250265.00
66,2016,28,article,pub.1007530365,Fibrosis and Cancer: Partners in Crime or Opposing Forces?,jour.1052321,Trends in Cancer,2,6,ur.01367250265.00
67,2016,4,article,pub.1091934512,Nuclear expression of lysyl oxidase enzyme is an independent prognostic factor in rectal cancer patients.,jour.1043645,Oncotarget,8,36,ur.01367250265.00
68,2016,12,article,pub.1050382285,Nuclear expression of lysyl oxidase enzyme is an independent prognostic factor in rectal cancer patients,jour.1043645,Oncotarget,8,36,ur.01367250265.00
69,2016,107,article,pub.1040160120,"Lysyl Oxidase, a Targetable Secreted Molecule Involved in Cancer Metastasis",jour.1319913,Cancer Research,76,2,ur.01367250265.00
70,2015,5,article,pub.1000016250,Dataset for the proteomic inventory and quantitative analysis of the breast cancer hypoxic secretome associated with osteotropism,jour.1051634,Data in Brief,5,,ur.01367250265.00
71,2015,127,article,pub.1009498344,Kinome-wide Decoding of Network-Attacking Mutations Rewiring Cancer Signaling,jour.1019114,Cell,163,1,ur.01367250265.00
72,2015,78,article,pub.1030986370,Hypoxia and loss of PHD2 inactivate stromal fibroblasts to decrease tumour stiffness and metastasis,jour.1023644,EMBO Reports,16,10,ur.01367250265.00
73,2015,357,article,pub.1044512454,The hypoxic cancer secretome induces pre-metastatic bone lesions through lysyl oxidase,jour.1018957,Nature,522,7554,ur.01367250265.00
74,2014,44,article,pub.1000429576,AGE‐modified basement membrane cooperates with Endo180 to promote epithelial cell invasiveness and decrease prostate cancer survival,jour.1011665,The Journal of Pathology,235,4,ur.01367250265.00
75,2014,2,article,pub.1008490022,"Fibrosis, cancer and the premetastatic niche",jour.1047110,Breast Cancer Management,3,6,ur.01367250265.00
76,2014,86,article,pub.1030387516,Molecular Pathways: Connecting Fibrosis and Solid Tumor Metastasis,jour.1113735,Clinical Cancer Research,20,14,ur.01367250265.00
77,2013,26,article,pub.1019941547,Lysyl oxidase in colorectal cancer,jour.1312066,AJP Gastrointestinal and Liver Physiology,305,10,ur.01367250265.00
78,2013,19,article,pub.1005173416,LOXL2 induces aberrant acinar morphogenesis via ErbB2 signaling,jour.1022375,Breast Cancer Research,15,4,ur.01367250265.00
79,2013,3,chapter,pub.1038882182,Remodelling of the Extracellular Matrix: Implications for Cancer,,,,,ur.01367250265.00
80,2013,322,article,pub.1032549286,LOX-Mediated Collagen Crosslinking Is Responsible for Fibrosis-Enhanced Metastasis,jour.1319913,Cancer Research,73,6,ur.01367250265.00
81,2012,4,article,pub.1051246781,Network biology and the 3-Dimensional tumor microenvironment: personalizing medicine for the future,jour.1050069,Tumor Microenvironment and Therapy,1,,ur.01367250265.00
82,2012,88,article,pub.1034470534,Lysyl Oxidase Plays a Critical Role in Endothelial Cell Stimulation to Drive Tumor Angiogenesis,jour.1319913,Cancer Research,73,2,ur.01367250265.00
83,2012,2,proceeding,pub.1095592955,Potential for Quantitative Microelastography Using a Multi-Channel Optical Coherence Method,,,,,ur.01367250265.00
84,2012,358,article,pub.1014871876,The rationale for targeting the LOX family in cancer,jour.1029716,Nature Reviews Cancer,12,8,ur.01367250265.00
85,2012,187,article,pub.1011223301,Lysyl oxidase enzymatic function increases stiffness to drive colorectal cancer progression through FAK,jour.1097543,Oncogene,32,14,ur.01367250265.00
86,2012,11,article,pub.1034261253,The pre-metastatic niche: is metastasis random?,jour.1295038,BoneKEy Reports,1,5,ur.01367250265.00
87,2011,893,article,pub.1000081600,Remodeling and homeostasis of the extracellular matrix: implications for fibrotic diseases and cancer,jour.1040518,Disease Models & Mechanisms,4,2,ur.01367250265.00
88,2011,146,article,pub.1020738739,The role of lysyl oxidase in SRC-dependent proliferation and metastasis of colorectal cancer.,jour.1358108,Journal of the National Cancer Institute,103,5,ur.01367250265.00
89,2011,184,article,pub.1021867407,LOXL2-Mediated Matrix Remodeling in Metastasis and Mammary Gland Involution,jour.1319913,Cancer Research,71,5,ur.01367250265.00
90,2011,0,article,pub.1026111508,Tumour-secreted lox mediates osteolytic bone metastases prior to metastatic tumour cell colonisation,jour.1095411,Bone,48,1,ur.01367250265.00
91,2010,79,article,pub.1028425547,Tissue section AFM: In situ ultrastructural imaging of native biomolecules,jour.1297423,Matrix Biology,29,4,ur.01367250265.00
92,2009,857,article,pub.1037757546,Hypoxia-Induced Lysyl Oxidase Is a Critical Mediator of Bone Marrow Cell Recruitment to Form the Premetastatic Niche,jour.1030059,Cancer Cell,15,1,ur.01367250265.00
93,2008,143,article,pub.1009676558,Lamin A/C Is a Risk Biomarker in Colorectal Cancer,jour.1037553,PLOS ONE,3,8,ur.01367250265.00
0,2021,0,article,pub.1141202421,"Cancer care disruption and reorganisation during the COVID-19 pandemic in Australia: A patient, carer and healthcare worker perspective",jour.1037553,PLOS ONE,16,9,ur.0626251355.67
1,2021,0,article,pub.1140615986,"The design, implementation, and effectiveness of intervention strategies aimed at improving genetic referral practices: a systematic review of the literature",jour.1119411,Genetics in Medicine,,,ur.0626251355.67
2,2021,1,article,pub.1139809586,Organizational perspectives on implementing complex health interventions: clinical genomics in Australia.,jour.1032374,Journal of Health Organization and Management,ahead-of-print,ahead-of-print,ur.0626251355.67
3,2021,1,article,pub.1139730312,An RCT of a decision aid to support informed choices about taking aspirin to prevent colorectal cancer and other chronic diseases: a study protocol for the SITA (Should I Take Aspirin?) trial,jour.1297400,Trials,22,1,ur.0626251355.67
4,2021,1,article,pub.1139662905,Building capacity from within: qualitative evaluation of a training program aimed at upskilling healthcare workers in delivering an evidence-based implementation approach,jour.1044806,Translational Behavioral Medicine,,,ur.0626251355.67
5,2021,1,article,pub.1138188587,Health system interventions to integrate genetic testing in routine oncology services: A systematic review,jour.1037553,PLOS ONE,16,5,ur.0626251355.67
6,2021,0,article,pub.1137877284,Pilot study of an online training program to increase genetic literacy and communication skills in oncology healthcare professionals discussing BRCA1/2 genetic testing with breast and ovarian cancer patients,jour.1021923,Familial Cancer,,,ur.0626251355.67
7,2021,0,article,pub.1137745274,Teamwork in clinical genomics: A dynamic sociotechnical healthcare setting,jour.1115627,Journal of Evaluation in Clinical Practice,,,ur.0626251355.67
8,2021,1,article,pub.1136865056,Stakeholders’ views of integrating universal tumour screening and genetic testing for colorectal and endometrial cancer into routine oncology,jour.1103410,European Journal of Human Genetics,,,ur.0626251355.67
9,2021,6,article,pub.1136289273,"Psychosocial impact of COVID-19 on cancer patients, survivors, and carers in Australia: a real-time assessment of cancer support services",jour.1103473,Supportive Care in Cancer,29,9,ur.0626251355.67
10,2021,0,article,pub.1135699384,Investigating the Adoption of Clinical Genomics in Australia. An Implementation Science Case Study,jour.1044605,Genes,12,2,ur.0626251355.67
11,2020,4,article,pub.1131740319,Aligning intuition and theory: enhancing the replicability of behaviour change interventions in cancer genetics,jour.1363511,Implementation Science Communications,1,1,ur.0626251355.67
12,2020,5,article,pub.1131134657,The COVID‐19 pandemic: Distance‐delivered care for childhood cancer survivors,jour.1032656,Pediatric Blood & Cancer,67,12,ur.0626251355.67
13,2020,1,article,pub.1130183614,The health and economic impact of implementation strategies for improving detection of hereditary cancer patients—protocol for an in-depth cost-effectiveness evaluation with microsimulation modelling,jour.1363511,Implementation Science Communications,1,1,ur.0626251355.67
14,2020,3,article,pub.1129502273,Would they trust it? An exploration of psychosocial and environmental factors affecting prescriber acceptance of computerised dose‐recommendation software,jour.1082013,British Journal of Clinical Pharmacology,87,3,ur.0626251355.67
15,2020,2,article,pub.1127960650,Adaptation of public health initiatives: expert views on current guidance and opportunities to advance their application and benefit.,jour.1096416,Health Education Research,35,4,ur.0626251355.67
16,2020,2,article,pub.1129359679,"The Efficacy of Workplace Interventions on Improving the Dietary, Physical Activity and Sleep Behaviours of School and Childcare Staff: A Systematic Review",jour.1034947,International Journal of Environmental Research and Public Health,17,14,ur.0626251355.67
17,2020,1,article,pub.1128661870,Pathways to a cancer-free future: a protocol for modelled evaluations to minimise the future burden of colorectal cancer in Australia,jour.1044693,BMJ Open,10,6,ur.0626251355.67
18,2020,3,article,pub.1128504013,"Understanding implementation success: protocol for an in-depth, mixed-methods process evaluation of a cluster randomised controlled trial testing methods to improve detection of Lynch syndrome in Australian hospitals",jour.1044693,BMJ Open,10,6,ur.0626251355.67
19,2020,3,article,pub.1127889333,How can Australia integrate routine genetic sequencing in oncology: a qualitative study through an implementation science lens,jour.1119411,Genetics in Medicine,22,9,ur.0626251355.67
20,2020,5,article,pub.1127817530,The development and evaluation of a nationwide training program for oncology health professionals in the provision of genetic testing for ovarian cancer patients,jour.1016705,Gynecologic Oncology,158,2,ur.0626251355.67
21,2020,5,article,pub.1127555017,Promoting colorectal cancer screening: a systematic review and meta-analysis of randomised controlled trials of interventions to increase uptake,jour.1038359,Health Psychology Review,,,ur.0626251355.67
22,2020,3,article,pub.1127516806,The leadership behaviors needed to implement clinical genomics at scale: a qualitative study,jour.1119411,Genetics in Medicine,22,8,ur.0626251355.67
23,2020,8,article,pub.1124592074,Clinical genomic testing: what matters to key stakeholders?,jour.1103410,European Journal of Human Genetics,28,7,ur.0626251355.67
24,2020,5,article,pub.1121062768,"Using accreditation surveyors to conduct health services research: a qualitative, comparative study in Australia",jour.1100048,International Journal for Quality in Health Care,32,Supplement_1,ur.0626251355.67
25,2020,6,article,pub.1121062767,Can benchmarking Australian hospitals for quality identify and improve high and low performers? Disseminating research findings for hospitals.,jour.1100048,International Journal for Quality in Health Care,32,Supplement_1,ur.0626251355.67
26,2020,7,article,pub.1121062766,Implementation and data-related challenges in the Deepening our Understanding of Quality in Australia (DUQuA) study: implications for large-scale cross-sectional research.,jour.1100048,International Journal for Quality in Health Care,32,Supplement_1,ur.0626251355.67
27,2020,7,article,pub.1121062765,Do quality management systems influence clinical safety culture and leadership? A study in 32 Australian hospitals.,jour.1100048,International Journal for Quality in Health Care,32,Supplement_1,ur.0626251355.67
28,2020,8,article,pub.1121062763,"The relationships between quality management systems, safety culture and leadership and patient outcomes in Australian Emergency Departments.",jour.1100048,International Journal for Quality in Health Care,32,Supplement_1,ur.0626251355.67
29,2020,6,article,pub.1121062762,Do organization-level quality management systems influence department-level quality? A cross-sectional study across 32 large hospitals in Australia,jour.1100048,International Journal for Quality in Health Care,32,Supplement_1,ur.0626251355.67
30,2020,8,article,pub.1121062757,Organization quality systems and department-level strategies: refinement of the Deepening our Understanding in Quality in Australia (DUQuA) organization and department-level scales,jour.1100048,International Journal for Quality in Health Care,32,Supplement_1,ur.0626251355.67
31,2019,8,article,pub.1123732081,Optimisation: defining and exploring a concept to enhance the impact of public health initiatives,jour.1032049,Health Research Policy and Systems,17,1,ur.0626251355.67
32,2019,4,article,pub.1121062760,Bending the quality curve,jour.1100048,International Journal for Quality in Health Care,32,Supplement_1,ur.0626251355.67
33,2019,7,article,pub.1121062764,The clinician safety culture and leadership questionnaire: refinement and validation in Australian public hospitals,jour.1100048,International Journal for Quality in Health Care,32,Supplement_1,ur.0626251355.67
34,2019,13,article,pub.1121062761,"Deepening our Understanding of Quality in Australia (DUQuA): An overview of a nation-wide, multi-level analysis of relationships between quality management systems and patient factors in 32 hospitals",jour.1100048,International Journal for Quality in Health Care,32,Supplement_1,ur.0626251355.67
35,2019,2,article,pub.1121062759,Conclusion: the road ahead: where should we go now to improve healthcare quality in acute settings?,jour.1100048,International Journal for Quality in Health Care,32,Supplement_1,ur.0626251355.67
36,2019,4,article,pub.1121062758,Validation of the patient measure of safety (PMOS) questionnaire in Australian public hospitals,jour.1100048,International Journal for Quality in Health Care,32,Supplement_1,ur.0626251355.67
37,2019,9,article,pub.1121579064,The predicted impact and cost‐effectiveness of systematic testing of people with incident colorectal cancer for Lynch syndrome,jour.1358828,The Medical Journal of Australia,212,2,ur.0626251355.67
38,2019,0,preprint,pub.1126034904,Adaptation of public health initiatives: expert views on current guidance and opportunities to advance their application and benefit,jour.1380788,Research Square,,,ur.0626251355.67
39,2019,6,article,pub.1117295848,Comparing theory and non-theory based implementation approaches to improving referral practices in cancer genetics: a cluster randomised trial protocol,jour.1297400,Trials,20,1,ur.0626251355.67
40,2019,8,article,pub.1112901897,Process evaluation of a behaviour change approach to improving clinical practice for detecting hereditary cancer,jour.1327417,BMC Health Services Research,19,1,ur.0626251355.67
41,2019,14,article,pub.1112567444,A transformative translational change programme to introduce genomics into healthcare: a complexity and implementation science study protocol,jour.1044693,BMJ Open,9,3,ur.0626251355.67
42,2019,7,article,pub.1112097483,A qualitative positive deviance study to explore exceptionally safe care on medical wards for older people,jour.1030466,BMJ Quality & Safety,28,8,ur.0626251355.67
43,2019,45,article,pub.1111319413,The time has come: Embedded implementation research for health care improvement,jour.1115627,Journal of Evaluation in Clinical Practice,25,3,ur.0626251355.67
44,2019,9,article,pub.1117868241,A systematic review and meta-analysis of the executive function-health behaviour relationship,jour.1381350,Health Psychology and Behavioral Medicine,7,1,ur.0626251355.67
45,2019,8,article,pub.1119967351,"Benefits, harms and cost-effectiveness of cancer screening in Australia: an overview of modelling estimates.",jour.1051082,Public Health Research & Practice,29,2,ur.0626251355.67
46,2019,2,article,pub.1119967348,"Cancer screening in Australia: future directions in melanoma, Lynch syndrome, and liver, lung and prostate cancers.",jour.1051082,Public Health Research & Practice,29,2,ur.0626251355.67
47,2018,15,article,pub.1110255432,Using behaviour change and implementation science to address low referral rates in oncology,jour.1327417,BMC Health Services Research,18,1,ur.0626251355.67
48,2018,9,article,pub.1107362080,Barriers to medication adherence in patients prescribed medicines for the prevention of cardiovascular disease: a conceptual framework,jour.1102142,International Journal of Pharmacy Practice,27,3,ur.0626251355.67
49,2018,0,article,pub.1107064026,ISQUA18-2324Organisation Level Quality Processes In Public Hospitals: Findings from the Deepening our Understanding of Quality in Australia (DUQuA) Project,jour.1100048,International Journal for Quality in Health Care,30,suppl_2,ur.0626251355.67
50,2018,0,article,pub.1107063986,ISQUA18-2411Implementation of Genomics: A New Frontier in Clinical Practice,jour.1100048,International Journal for Quality in Health Care,30,suppl_2,ur.0626251355.67
51,2018,0,article,pub.1107063974,ISQUA18-2317The Clinician View: The Relationship Between Clinicians Leadership and Culture and Quality Management in 32 Australian Hospitals,jour.1100048,International Journal for Quality in Health Care,30,suppl_2,ur.0626251355.67
52,2018,10,chapter,pub.1107523993,Using workarounds to examine characteristics of resilience in action,,,,,ur.0626251355.67
53,2018,3,article,pub.1106171786,Potential solutions to improve the governance of multicentre health services research,jour.1358828,The Medical Journal of Australia,209,4,ur.0626251355.67
54,2018,23,article,pub.1101287405,Potential solutions to improve the governance of multicentre health services research,jour.1358828,The Medical Journal of Australia,208,4,ur.0626251355.67
55,2018,5,article,pub.1101076301,Identifying positively deviant elderly medical wards using routinely collected NHS Safety Thermometer data: an observational study,jour.1044693,BMJ Open,8,2,ur.0626251355.67
56,2017,18,article,pub.1091206523,Service provider perceptions of transitioning from audio to video capability in a telehealth system: a qualitative evaluation,jour.1327417,BMC Health Services Research,17,1,ur.0626251355.67
57,2017,18,article,pub.1090744057,"Development of a theory-informed implementation intervention to improve the triage, treatment and transfer of stroke patients in emergency departments using the Theoretical Domains Framework (TDF): the T3 Trial",jour.1036000,Implementation Science,12,1,ur.0626251355.67
58,2017,20,article,pub.1085385592,Quantifying family dissemination and identifying barriers to communication of risk information in Australian BRCA families,jour.1119411,Genetics in Medicine,19,12,ur.0626251355.67
59,2017,29,article,pub.1084251732,Applying the Theoretical Domains Framework to identify barriers and targeted interventions to enhance nurses’ use of electronic medication management systems in two Australian hospitals,jour.1036000,Implementation Science,12,1,ur.0626251355.67
60,2016,31,article,pub.1022330762,"Identifying the barriers and enablers for a triage, treatment, and transfer clinical intervention to manage acute stroke patients in the emergency department: a systematic review using the theoretical domains framework (TDF)",jour.1036000,Implementation Science,11,1,ur.0626251355.67
61,2016,36,article,pub.1029801216,The Development of a New Sport-Specific Classification of Coping and a Meta-Analysis of the Relationship between Different Coping Strategies and Moderators on Sporting Outcomes,jour.1044598,Frontiers in Psychology,7,,ur.0626251355.67
62,2016,0,article,pub.1059713271,ISQUA16-2861UNDERTAKING LARGE-SCALE RESEARCH IN AUSTRALIA: ENCOUNTERING THE COMPLEX WEB OF ETHICS AND GOVERNANCE IN HOSPITALS AND HEALTH SERVICES,jour.1100048,International Journal for Quality in Health Care,28,suppl 1,ur.0626251355.67
63,2016,1,article,pub.1059713235,ISQUA16-1646HOW TO ACHIEVE SAFETY EXCELLENCE ON ELDERLY MEDICAL WARDS: A POSITIVE DEVIANCE APPROACH,jour.1100048,International Journal for Quality in Health Care,28,suppl 1,ur.0626251355.67
64,2016,8,article,pub.1053425785,Value co-creation in healthcare through positive deviance,jour.1049352,Healthcare,4,4,ur.0626251355.67
65,2016,7,article,pub.1015302438,"Older, vulnerable patient view: a pilot and feasibility study of the patient measure of safety (PMOS) with patients in Australia",jour.1044693,BMJ Open,6,6,ur.0626251355.67
66,2016,235,article,pub.1021744459,Meta-Analysis of the Reasoned Action Approach (RAA) to Understanding Health Behaviors,jour.1095798,Annals of Behavioral Medicine,50,4,ur.0626251355.67
67,2016,2,article,pub.1071139879,Development and evaluation of an intervention for the prevention of childhood obesity in a multiethnic population: the Born in Bradford applied research programme,jour.1051491,Programme Grants for Applied Research,4,6,ur.0626251355.67
68,2016,2,article,pub.1017340795,"Discovering Innovation at the Intersection of Undergraduate Medical Education, Human Factors, and Collaboration: The Development of a Nasogastric Tube Safety Pack",jour.1017748,Academic Medicine,91,4,ur.0626251355.67
69,2016,7,article,pub.1042877243,Achieving behaviour change for detection of Lynch syndrome using the Theoretical Domains Framework Implementation (TDFI) approach: a study protocol,jour.1327417,BMC Health Services Research,16,1,ur.0626251355.67
70,2016,23,article,pub.1033542024,The HAPPY (Healthy and Active Parenting Programmme for early Years) feasibility randomised control trial: acceptability and feasibility of an intervention to reduce infant obesity,jour.1024954,BMC Public Health,16,1,ur.0626251355.67
71,2016,10,article,pub.1002747955,"When is enough, enough? Understanding and solving your sample size problems in health services research",jour.1039457,BMC Research Notes,9,1,ur.0626251355.67
72,2016,0,article,pub.1079266074,Implementing national patient safety alerts.,jour.1020022,Nursing Times,112,11,ur.0626251355.67
73,2015,9,article,pub.1024604575,Learning from positively deviant wards to improve patient safety: an observational study protocol,jour.1044693,BMJ Open,5,12,ur.0626251355.67
74,2015,17,article,pub.1027012860,"Deepening our Understanding of Quality in Australia (DUQuA): a study protocol for a nationwide, multilevel analysis of relationships between hospital quality management systems and patient factors",jour.1044693,BMJ Open,5,12,ur.0626251355.67
75,2015,71,article,pub.1039221033,What methods are used to apply positive deviance within healthcare organisations? A systematic review,jour.1030466,BMJ Quality & Safety,25,3,ur.0626251355.67
76,2015,60,article,pub.1037939959,The Impact of Asking Intention or Self-Prediction Questions on Subsequent Behavior,jour.1116532,Personality and Social Psychology Review,20,3,ur.0626251355.67
77,2015,83,article,pub.1051333023,High performing hospitals: a qualitative systematic review of associated factors and practical strategies for improvement,jour.1327417,BMC Health Services Research,15,1,ur.0626251355.67
78,2015,98,article,pub.1042770889,Role of Affective Attitudes and Anticipated Affective Reactions in Predicting Health Behaviors,jour.1093313,Health Psychology,34,6,ur.0626251355.67
79,2014,15,article,pub.1005339219,Collaborating with front-line healthcare professionals: the clinical and cost effectiveness of a theory based approach to the implementation of a national guideline,jour.1327417,BMC Health Services Research,14,1,ur.0626251355.67
80,2014,88,article,pub.1051748888,Positive deviance: a different approach to achieving patient safety,jour.1030466,BMJ Quality & Safety,23,11,ur.0626251355.67
81,2014,7,article,pub.1029042935,How is the positive deviance approach applied within healthcare organizations? A systematic review of methods used,jour.1327417,BMC Health Services Research,14,Suppl 2,ur.0626251355.67
82,2014,105,article,pub.1032360490,Harnessing implementation science to improve care quality and patient safety: a systematic review of targeted literature,jour.1100048,International Journal for Quality in Health Care,26,3,ur.0626251355.67
83,2013,29,article,pub.1036574750,Using intervention mapping to develop a culturally appropriate intervention to prevent childhood obesity: the HAPPY (Healthy and Active Parenting Programme for Early Years) study,jour.1033801,International Journal of Behavioral Nutrition and Physical Activity,10,1,ur.0626251355.67
84,2013,38,article,pub.1009555395,Can the theoretical domains framework account for the implementation of clinical quality interventions?,jour.1327417,BMC Health Services Research,13,1,ur.0626251355.67
85,2013,39,article,pub.1023797531,The demonstration of a theory-based approach to the design of localized patient safety interventions,jour.1036000,Implementation Science,8,1,ur.0626251355.67
86,2013,33,article,pub.1016623553,Development and initial validation of the Influences on Patient Safety Behaviours Questionnaire,jour.1036000,Implementation Science,8,1,ur.0626251355.67
87,2013,102,article,pub.1047172990,How can self-efficacy be increased? Meta-analysis of dietary interventions,jour.1038359,Health Psychology Review,8,3,ur.0626251355.67
88,2013,39,article,pub.1041037214,Development and initial validation of the determinants of physical activity questionnaire,jour.1033801,International Journal of Behavioral Nutrition and Physical Activity,10,1,ur.0626251355.67
89,2012,6,article,pub.1062426678,Development and validation of the Online Self-reported Walking and Exercise Questionnaire (OSWEQ).,jour.1032802,Journal of Physical Activity and Health,10,8,ur.0626251355.67
90,2011,1025,article,pub.1012815042,Prospective prediction of health-related behaviours with the Theory of Planned Behaviour: a meta-analysis,jour.1038359,Health Psychology Review,5,2,ur.0626251355.67
91,2011,133,article,pub.1012483591,The impact of theory on the effectiveness of worksite physical activity interventions: a meta-analysis and meta-regression,jour.1038359,Health Psychology Review,6,1,ur.0626251355.67
92,2009,18,article,pub.1062429295,"Coping and coping effectiveness in relation to a competitive sport event: pubertal status, chronological age, and gender among adolescent athletes.",jour.1090514,Journal of Sport and Exercise Psychology,31,3,ur.0626251355.67
0,2021,0,article,pub.1140269214,The road to cervical cancer elimination in Malaysia: Evaluation of the impact and cost‐effectiveness of human papillomavirus screening with self‐collection and digital registry support,jour.1358156,International Journal of Cancer,,,ur.01332477657.37
1,2021,0,article,pub.1135750010,Elimination of cervical cancer in Tanzania: Modelled analysis of elimination in the context of endemic HIV infection and active HIV control,jour.1358156,International Journal of Cancer,149,2,ur.01332477657.37
2,2021,6,article,pub.1136336631,Human papillomavirus vaccination for adults aged 30 to 45 years in the United States: A cost-effectiveness analysis,jour.1034427,PLOS Medicine,18,3,ur.01332477657.37
3,2020,1,article,pub.1133438284,Health economic evaluation of primary human papillomavirus screening in urban populations in China,jour.1086559,Cancer Epidemiology,70,,ur.01332477657.37
4,2020,8,article,pub.1132798374,Could HPV Testing on Self-collected Samples Be Routinely Used in an Organized Cervical Screening Program? A Modeled Analysis,jour.1101916,Cancer Epidemiology Biomarkers & Prevention,30,2,ur.01332477657.37
5,2020,4,article,pub.1129661446,Historical and projected hysterectomy rates in the USA: Implications for future observed cervical cancer rates and evaluating prevention interventions,jour.1016705,Gynecologic Oncology,158,3,ur.01332477657.37
6,2020,8,article,pub.1127419485,"The past, present and future impact of HIV prevention and control on HPV and cervical disease in Tanzania: A modelling study",jour.1037553,PLOS ONE,15,5,ur.01332477657.37
7,2020,0,article,pub.1128171192,The Impact of Different Screening Model Structures on Cervical Cancer Incidence and Mortality Predictions: The Maximum Clinical Incidence Reduction (MCLIR) Methodology,jour.1092628,Medical Decision Making,40,4,ur.01332477657.37
8,2020,24,article,pub.1124800214,Projected time to elimination of cervical cancer in the USA: a comparative modelling study,jour.1284483,The Lancet Public Health,5,4,ur.01332477657.37
9,2020,44,article,pub.1124792602,Impact of HPV vaccine hesitancy on cervical cancer in Japan: a modelling study,jour.1284483,The Lancet Public Health,5,4,ur.01332477657.37
10,2020,138,article,pub.1124451542,Impact of HPV vaccination and cervical screening on cervical cancer elimination: a comparative modelling analysis in 78 low-income and lower-middle-income countries,jour.1077219,The Lancet,395,10224,ur.01332477657.37
